Institutional code,Name of Organisation,Country,City,coordinates
CH FRIBOUR04,HAUTE ÉCOLE PÉDAGOGIQUE FRIBOURGEOISE (HEP FR)/ PÄDAGOGISCHE HOCHSCHULE FREIBURG (PH FR),CH,FRIBOURG,"(46.8111769, 7.1592084)"
CH GENEVE01,UNIVERSITÉ DE GENÈVE,CH,GENÈVE,"(46.199444, 6.1451157)"
CH GENEVE12,IPAC DESIGN,CH,GENÈVE,"(46.2154111, 6.132945899999999)"
CH LAUSANN01,UNIVERSITÉ DE LAUSANNE,CH,LAUSANNE,"(46.5210895, 6.5801606)"
CH LAUSANN06,ECOLE POLYTECHNIQUE FEDERALE DE LAUSANNE,CH,LAUSANNE,"(46.5190557, 6.5667576)"
CH LAUSANN11,HAUTE ÉCOLE PÉDAGOGIQUE DU CANTON DE VAUD,CH,LAUSANNE,"(46.5128571, 6.6215937)"
CH LAUSANN13,ECOLE SUPÉRIEURE EN EDUCATION SOCIALE - ÉS-L,CH,LAUSANNE,"(46.51788020000001, 6.601083999999999)"
CH LUGANO01,UNIVERSITÀ DELLA SVIZZERA ITALIANA,CH,LUGANO,"(46.010737, 8.958109)"
CH LUGANO02,SCUOLA UNIVERSITARIA PROFESSIONALE DELLA SVIZZERA ITALIANA,CH,MANNO,"(46.031609, 8.92433)"
CH LUZERN01,UNIVERSITÄT LUZERN,CH,LUZERN,"(47.0494042, 8.312521499999999)"
CH LUZERN13,PÄDAGOGISCHE HOCHSCHULE ZENTRALSCHWEIZ,CH,LUZERN,"(47.0510453, 8.3023319)"
CH LUZERN14,HOCHSCHULE LUZERN,CH,LUCERNE,"(47.046681, 8.314912)"
CH NEUCHAT01,UNIVERSITÉ DE NEUCHÂTEL,CH,NEUCHÂTEL,"(46.9938549, 6.9387031)"
CH SION05,INSTITUT UNIVERSITAIRE KURT BÖSCH,CH,SION 4,"(46.2300228, 7.3986571)"
CH ST.GALL08,FHO FACHHOCHSCHULE OSTSCHWEIZ,CH,ST.GALLEN,"(47.4208158, 9.3636441)"
CH ST-GALL09,UNIVERSITÄT ST. GALLEN,CH,ST. GALLEN,"(47.4321575, 9.3755673)"
CH ST-GALL11,PÄDAGOGISCHE HOCHSCHULE ST.GALLEN PHSG,CH,ST.GALLEN,"(47.4302447, 9.3822719)"
CH ST-MAUR01,HAUTE ECOLE PÉDAGOGIQUE DU VALAIS,CH,ST-MAURICE,"(46.215515, 7.005443)"
CH THURGAU01,PÄDAGOGISCHE HOCHSCHULE THURGAU,CH,KREUZLINGEN 2,"(47.6475771, 9.1806833)"
CH WINTERT03,ZÜRCHER HOCHSCHULE FÜR ANGEWANDTE WISSENSCHAFTEN ZHAW,CH,WINTERTHUR,"(47.499913, 8.720521999999999)"
CH YVERDON02,CPNV - CENTRE PROFESSIONNEL DU NORD VAUDOIS,CH,YVERDON-LES-BAINS,"(46.77353540000001, 6.6341459)"
CH ZOLLIKO02,EIDGENÖSSISCHES HOCHSCHULINSTITUT FÜR BERUFSBILDUNG EHB - SWISS FEDERAL INSTITUTE FOR VOCATIONAL EDUCATION AND TRAINING,CH,ZOLLIKOFEN,"(47.001506, 7.450692999999999)"
CH ZURICH01,UNIVERSITÄT ZÜRICH,CH,ZÜRICH,"(47.3743221, 8.550981199999999)"
CH ZURICH07,ETH ZÜRICH,CH,ZÜRICH,"(47.376313, 8.547669899999999)"
CH ZURICH17,INTERKANTONALE HOCHSCHULE FÜR HEILPÄDAGOGIK ZÜRICH,CH,ZÜRICH,"(47.4032152, 8.5471186)"
CH ZURICH20,ZÜRCHER HOCHSCHULE DER KÜNSTE,CH,ZÜRICH,"(47.3904213, 8.5114996)"
CH ZURICH21,PÄDAGOGISCHE HOCHSCHULE ZÜRICH,CH,ZÜRICH,"(47.3776241, 8.5346572)"
CH ZURICH22,F+F SCHULE FÜR KUNST UND MEDIENDESIGN ZÜRICH,CH,ZÜRICH,"(47.343558, 8.535829099999999)"
CY LARNACA01,PA COLLEGE,CY,Larnaca,"(34.9107929, 33.626407)"
CY LEFKOSI01,ΑΝΟΙΚΤΟ ΠΑΝΕΠΙΣΤΗΜΙΟ ΚΥΠΡΟΥ,CY,LEFKOSIA,"(35.1130681, 33.3774119)"
CY LEFKOSI02,THE CYPRUS INSTITUTE,CY,LEFKOSIA,"(35.1414478, 33.3799703)"
CY LIMASSO02,TEXNOLOGIKO PANEPISTIMIO KYPROU,CY,LIMASSOL,"(34.675141, 33.044167)"
CY LIMASSO03,THE LIMASSOL COLLEGE - T.L.C.,CY,LIMASSOL,"(34.6889522, 33.0337389)"
CY NICOSIA01,PANEPISTIMIO KYPROU,CY,NICOSIA,"(35.1600014, 33.37701750000001)"
CY NICOSIA04,PEDAGOGIKO INSTITOUTO KIPROU,CY,NICOSIA,"(35.0988048, 33.3701348)"
CY NICOSIA08,ΑΝΩΤΕΡΟ ΞΕΝΟΔΟΧΕΙΑΚΟ ΙΝΣΤΙΤΟΥΤΟ ΚΥΠΡΟΥ,CY,NICOSIA,"(35.1548087, 33.3803708)"
CY NICOSIA10,COLLEGE OF TOURISM AND HOTEL MANAGEMENT,CY,NICOSIA,"(35.170657, 33.36148500000001)"
CY NICOSIA11,CYPRUS COLLEGE - NICOSIA,CY,Nicosia,"(35.1602139, 33.3389944)"
CY NICOSIA12,CYPRUS INTERNATIONAL INSTITUTE OF MANAGEMENT ,CY,NICOSIA,"(35.1533434, 33.3831246)"
CY NICOSIA13,FREDERICK INSTITUTE OF TECHNOLOGY,CY,Nicosia,"(35.1794916, 33.3804358)"
CY NICOSIA14,UNIVERSITY OF NICOSIA,CY,Nicosia,"(35.165581, 33.3145989)"
CY NICOSIA15,PHILIPS COLLEGE,CY,Nicosia,"(35.1563978, 33.3654912)"
CY NICOSIA22,AMERICAN COLLEGE,CY,Nicosia,"(35.169473, 33.359957)"
CY NICOSIA23,FREDERICK UNIVERSITY ,CY,NICOSIA,"(35.1794916, 33.3804358)"
CY NICOSIA24,EUROPEAN UNIVERSITY CYPRUS,CY,NICOSIA,"(35.1602139, 33.3389944)"
CY NICOSIA25,KES COLLEGE,CY,NICOSIA,"(35.1670577, 33.3714065)"
CY NICOSIA26,INTERCOLLEGE - CYPRUS,CY,NICOSIA,"(35.165581, 33.3145989)"
CY NICOSIA27,ΚΟΛΛΕΓΙΟ ΚΑΣΑ,CY,NICOSIA,"(35.1855659, 33.38227639999999)"
CY NICOSIA28,ΚΟΛΕΓΙΟ ΙΝΤΕΡΝΆΠΑ ,CY,FAMAGUSTA,"(35.1149116, 33.919245)"
CY PAFOS01,NEAPOLIS UNIVERSITY PAFOS,CY,PAFOS,"(34.7492182, 32.427062)"
CY PRODROM01,DASIKO KOLLEGIO KYPROU,CY,LIMASSOL,"(34.7071301, 33.0226174)"
CZ BRNO01,VYSOKÉ UCENÍ TECHNICKÉ V BRNE,CZ,BRNO,"(49.20171999999999, 16.6033168)"
CZ BRNO02,MENDELOVA ZEMEDELSKÁ A LESNICKÁ UNIVERZITA V BRNO,CZ,Brno,"(49.2098917, 16.6161905)"
CZ BRNO03,JANACKOVA AKADEMIE MUZICKYCH UMENI V BRNE,CZ,Brno,"(49.196131, 16.610349)"
CZ BRNO05,MASARYKOVA UNIVERZITA,CZ,BRNO,"(49.19862990000001, 16.605384)"
CZ BRNO06,VETERINARNI A FARMACEUTICKA UNIVERZITA  BRNO,CZ,Brno,"(49.2177859, 16.597831)"
CZ BRNO08,"NEWTON COLLEGE, A.S.",CZ,Brno,"(49.1957131, 16.608204)"
CZ BRNO09,RASÍNOVA VYSOKÁ SKOLA S.R.O.,CZ,Brno,"(49.2339128, 16.5834534)"
CZ BRNO10,UNIVERZITA OBRANY,CZ,BRNO,"(49.207549, 16.5949241)"
CZ BRNO11,"VYSOKÁ ŠKOLA KARLA ENGLIŠE, A.S.",CZ,BRNO,"(49.2010995, 16.6043119)"
CZ BRNO12,"VYSOKÁ ŠKOLA OBCHODNÍ A HOTELOVÁ, S.R.O.",CZ,BRNO,"(49.1657039, 16.5550144)"
CZ CESKE01,JIHOCESKÁ UNIVERZITA V CESKÝCH BUDEJOVICÍCH,CZ,Ceske Budejovice,"(48.9786197, 14.4482139)"
CZ CESKE03,"VYSOKÁ SKOLA EVROPSKÝCH A REGIONÁLNÍCH STUDIÍ, O. P. S. (VSERS)",CZ,Ceske Budejovice,"(48.972348, 14.479578)"
CZ CESKE04,VYSOKÁ SKOLA TECHNICKÁ A EKONOMICKÁ V CESKYCH BUDEJOVICÍCH,CZ,CESKE BUDEJOVICE,"(48.9959935, 14.4940161)"
CZ EASLAV01,"VYSSI ODBORNA SKOLA, STREDNI PRUMYSLOVA SKOLA A OBCHODNI AKADEMIE, CASLAV",CZ,CASLAV,"(49.9081439, 15.3961874)"
CZ HRADEC01,UNIVERZITA  HRADEC KRÁLOVÉ,CZ,HRADEC KRÁLOVÉ,"(50.2089385, 15.8304868)"
CZ JIHLAVA02,VYSOKA SKOLA POLYTECHNICKA JIHLAVA,CZ,JIHLAVA,"(49.3988665, 15.582486)"
CZ KARLOVY01,"VYSOKÁ ŠKOLA KARLOVY VARY, O.P.S.",CZ,KARLOVY VARY,"(50.22908, 12.8733589)"
CZ KLADNO02,"VYŠŠÍ ODBORNÁ ŠKOLA ÚZEMNĚ-SPRÁVNÍ A JAZYKOVÁ ŠKOLA S PRÁVEM STÁTNÍ JAZYKOVÉ ZKOUŠKY, S.R.O.",CZ,Kladno,"(50.1375162, 14.1033252)"
CZ KOLIN01,ACADEMIA RERUM CIVILIUM VYSOKÁ ŠKOLA POLITICKÝCH A SPOLEČENSKÝCH VĚD S.R.O.,CZ,KOLÍN ,"(49.9469897, 15.2635272)"
CZ KUNOVIC01,EVROPSKY POLYTECHNICKY INSTITUT S.R.O.,CZ,KUNOVICE,"(49.0287965, 17.4693211)"
CZ LIBEREC01,TECHNICKÁ UNIVERZITA  V LIBERCI,CZ,LIBEREC,"(50.773063, 15.0744605)"
CZ MELNIK01,"ČESKÁ ZAHRADNICKÁ AKADEMIE MĚLNÍK - STŘEDNÍ ŠKOLA A VYŠŠÍ ODBORNÁ ŠKOLA, PŘÍSPĚVKOVÁ ORGANIZACE",CZ,Melnik,"(50.3456384, 14.4813215)"
CZ MLADA01,SKODA AUTO A. S. VYSOKA SKOLA,CZ,MLADÁ BOLESLAV,"(50.4145335, 14.9035705)"
CZ NEJDEK01,STREDNI SKOLA SOCIALNI PERSPEKTIVA A VYSSI ODBORNA SKOLA S.R.O.,CZ,DUBÍ III -  POZORKA,"(50.6609072, 13.7951576)"
CZ OLOMOUC01,UNIVERZITA PALACKEHO V OLOMOUCI,CZ,Olomouc,"(49.5954268, 17.2600152)"
CZ OLOMOUC02,CARITAS - VYSSI ODBORNA SKOLA SOCIALNI,CZ,OLOMOUC,"(49.5953148, 17.2586784)"
CZ OLOMOUC03,"MORAVSKÁ VYSOKÁ ŠKOLA OLOMOUC, O.P.S.",CZ,OLOMOUC,"(49.5904128, 17.266965)"
CZ OPAVA01,SLEZSKÁ UNIVERZITA V OPAVE,CZ,OPAVA,"(49.9388228, 17.8981058)"
CZ OSTRAVA01,VYSOKÁ ŠKOLA BÁŇSKÁ - TECHNICKÁ UNIVERZITA OSTRAVA,CZ,OSTRAVA - PORUBA,"(49.8336826, 18.1636092)"
CZ OSTRAVA02,OSTRAVSKÁ UNIVERZITA V OSTRAVE,CZ,Ostrava,"(49.8271023, 18.2624559)"
CZ OSTRAVA03,"VYSOKÁ SKOLA PODNIKÁNÍ, A.S.",CZ,OSTRAVA,"(49.84405460000001, 18.3153294)"
CZ PARDUB01,UNIVERZITA PARDUBICE,CZ,PARDUBICE,"(50.04816, 15.7693999)"
CZ PETROVI01,"VYŠŠÍ ODBORNÁ ŠKOLA DAKOL A STŘEDNÍ ŠKOLA DAKOL, O.P.S.",CZ,PETROVICE U KARVINÉ,"(49.89335740000001, 18.5396604)"
CZ PISEK01,"Filmova akademie Miroslava Ondricka v Pisku, o.p.s.",CZ,Pisek,"(49.3004518, 14.1439191)"
CZ PISEK02,VYSSI ODBORNA SKOLA VOLYNE,CZ,VOLYNĚ,"(49.1719263, 13.8847749)"
CZ PLZEN01,ZÁPADOCESKÁ UNIVERZITA V PLZNI,CZ,PLZEN,"(49.723644, 13.351554)"
CZ PLZEN02,VYSOKA SKOLA V PLZNI,CZ,PLZEN,"(49.723644, 13.351554)"
CZ PODEBRA01,"HOTELOVÁ ŠKOLA, VYŠŠÍ ODBORNÁ ŠKOLA HOTELNICTVÍ A TURISMU A JAZYKOVÁ ŠKOLA S PRÁVEM STÁTNÍ JAZYKOVÉ ZKOUŠKY PODĚBRADY",CZ,PODĚBRADY,"(50.142892, 15.121613)"
CZ PRAHA01,VYSOKÁ SKOLA CHEMICKO-TECHNOLOGICKÁ V PRAZE,CZ,Praha 6,"(50.10330099999999, 14.389611)"
CZ PRAHA02,CESKA ZEMEDELSKA UNIVERZITA V PRAZE,CZ,Praha 6 - Suchdol,"(50.129994, 14.3735979)"
CZ PRAHA03,AKADEMIE VYTVARNYCH UMENI V PRAZE,CZ,Praha,"(50.10269940000001, 14.4245785)"
CZ PRAHA04,AKADEMIE MÚZICKÝCH UMENÍ V PRAZE,CZ,Praha 1,"(50.0875442, 14.4021302)"
CZ PRAHA05,VYSOKA SKOLA UMELECKOPRUMYSLOVA V PRAZE,CZ,Praha 1,"(50.0886104, 14.4147955)"
CZ PRAHA06,CESKA REPUBLIKA - POLICEJNI AKADEMIE CESKE REPUBLIKY V PRAZE,CZ,Prague,"(50.0170907, 14.4316071)"
CZ PRAHA07,UNIVERZITA KARLOVA V PRAZE,CZ,PRAHA 1,"(50.0871106, 14.4234889)"
CZ PRAHA09,VYSOKÁ SKOLA EKONOMICKÁ V PRAZE,CZ,PRAHA 3,"(50.0842288, 14.4412041)"
CZ PRAHA10,CESKÉ VYSOKÉ UCENÍ TECHNICKÉ V PRAZE,CZ,Prague 6,"(50.1030364, 14.3912841)"
CZ PRAHA11,"BANKOVNI INSTITUT VYSOKA SKOLA, A.S.",CZ,PRAGUE,"(50.1118287, 14.4730029)"
CZ PRAHA12,"VYSOKA SKOLA OBCHODNI V PRAZE, O.P.S",CZ,PRAHA,"(50.0805973, 14.4199336)"
CZ PRAHA13,"VYSOKÁ SKOLA FINANCNÍ A SPRÁVNÍ, O.P.S.",CZ,Praha 10,"(50.07105199999999, 14.4528914)"
CZ PRAHA14,VYSSI ODBORNA SKOLA ZDRAVOTNICKA a STREDNI ZDRAVOTNICKA SKOLA,CZ,PRAHA 1,"(50.0880938, 14.4142956)"
CZ PRAHA15,VYSSI ODBORNA SKOLA INFORMACNICH SLUZEB,CZ,Praha 4,"(50.0453067, 14.4414284)"
CZ PRAHA16,"VYSOKA SKOLA HOTELOVA V PRAZE 8, S.R.O.",CZ,Praha 8,"(50.12798, 14.4109192)"
CZ PRAHA17,"ANGLO-AMERICKÁ VYSOKÁ SKOLA, O.P.S.",CZ,Prague 1,"(50.089986, 14.409024)"
CZ PRAHA18,METROPOLITNÍ UNIVERZITA PRAHA,CZ,PRAHA 10,"(50.069048, 14.498046)"
CZ PRAHA20,VYSOKÁ ŠKOLA MEZINÁRODNÍCH A VEŘEJNÝCH VZTAHŮ PRAHA,CZ,PRAHA  5,"(50.0680233, 14.399215)"
CZ PRAHA21,UNIVERZITA JANA AMOSE KOMENSKÉHO PRAHA S.R.O.,CZ,Praha/Prague,"(50.0882399, 14.4602206)"
CZ PRAHA22,"SOUKROMA VYSOKA SKOLA EKONOMICKYCH STUDII, S.R.O.",CZ,Praha 8 Liben,"(50.1118287, 14.4730029)"
CZ PRAHA23,VYSOKA SKOLA ZDRAVOTNICKA O.P.S.,CZ,PRAHA 5,"(50.07150619999999, 14.3953282)"
CZ PRAHA24,"Vysoka skola telesne vychovy a sportu, Palestra s.r.o.",CZ,Praha 9,"(50.12960469999999, 14.549265)"
CZ PRAHA25,LITERARNI AKADEMIE ( SOUKROMA VYSOKA SKOLA JOSEFA SKVORECKEHO ),CZ,PRAHA,"(50.0581617, 14.4323923)"
CZ PRAHA26,UNICORN COLLEGE,CZ,PRAGUE,"(50.0868248, 14.4630874)"
CZ PRAHA27,MEZINÁRODNÍ BAPTISTICKÝ TEOLOGICKÝ SEMINÁŘ EVROPSKÉ BAPTISTICKÉ FEDERACE O.P.S.,CZ,PRAGUE 6,"(50.1058726, 14.3516743)"
CZ PRAHA28,PRAŽSKÁ VYSOKÁ ŠKOLA PSYCHOSOCIÁLNÍCH STUDIÍ,CZ,PRAHA 4 - HÁJE,"(50.038083, 14.5174479)"
CZ PRAHA29,"VYSOKA SKOLA REGIONALNIHO ROZVOJE, S.R.O.",CZ,PRAHA 17,"(50.1118287, 14.4730029)"
CZ PRAHA30,"CEVRO INSTITUT, O.P.S.",CZ,PRAGUE,"(50.0809219, 14.4222062)"
CZ PRAHA31,"VYSOKÁ ŠKOLA CESTOVNÍHO RUCHU, HOTELNICTVÍ A LÁZEŇSTVÍ, S.R.O.",CZ,PRAGUE 5,"(50.12798, 14.4109192)"
CZ PRAHA32,"PB - VYŠŠÍ ODBORNÁ ŠKOLA A STŘEDNÍ ŠKOLA MANAGEMENTU, S.R.O.",CZ,PRAGUE,"(50.1184727, 14.4502978)"
CZ PRAHA33,"VYSOKA SKOLA MANAZERSKE INFORMATIKY A EKONOMIKY, A.S.",CZ,PRAGUE,"(50.0805973, 14.4199336)"
CZ PRAHA34,AKCENT COLLEGE S.R.O.,CZ,PRAHA,"(50.0461776, 14.4540589)"
CZ PRAHA35,"KONZERVATOŘ DUNCAN CENTRE, PRAHA 4, BRANICKÁ 41 ",CZ,PRAGUE 4,"(50.0379248, 14.4120657)"
CZ PREROV01,"VYSOKA SKOLA LOGISTIKY, O.P.S. PREROV",CZ,Prerov,"(49.452499, 17.449346)"
CZ PREROV02,"VYSSI ODBORNA SKOLA ZIVNOSTENSKA, S. R. O., PREROV ",CZ,PREROV,"(49.4530413, 17.4487777)"
CZ TREBIC01,"ZAPADOMORAVSKA VYSOKA SKOLA TREBIC, O.P.S.",CZ,Trebic,"(49.2175355, 15.874283)"
CZ USTINAD01,UNIVERZITA JANA EVANGELISTY PURKYNE V ÚSTÍ NAD LABEM,CZ,ÚSTÍ NAD LABEM,"(50.665419, 14.025383)"
CZ USTINAD02,"VYSOKA SKOLA EKONOMIE A MANAGEMENTU, O.P.S.",CZ,PRAGUE,"(50.0528882, 14.3320934)"
CZ VALASSK01,OBCHODNÍ AKADEMIE A  VYSSÍ ODBORNÁ SKOLA VALASSKÉ MEZIRÍCÍ,CZ,VALASSKÉ MEZIRÍCÍ,"(49.4760298, 17.9716778)"
CZ ZLIN01,UNIVERZITA TOMÁSE BATI VE ZLÍNE,CZ,Zlin,"(49.2229463, 17.6669152)"
CZ ZNOJMO01,SOUKROMÁ VYSOKÁ ŠKOLA EKONOMICKÁ ZNOJMO S.R.O.,CZ,ZNOJMO,"(48.85597689999999, 16.0465494)"
D  AACHEN01,RHEINISCH-WESTFAELISCHE TECHNISCHE HOCHSCHULE AACHEN,DE,AACHEN,"(50.7800778, 6.065686899999999)"
D  AACHEN02,FACHHOCHSCHULE AACHEN ,DE,Aachen,"(50.754799, 6.096844)"
D  AALEN01,HOCHSCHULE AALEN,DE,Aalen,"(48.8377714, 10.0736154)"
D  ALFTER01,"ALANUS HOCHSCHULE FÜR KUNST UND GESELLSCHAFT ALFTER, DEUTSCHLAND",DE,Alfter,"(50.7459168, 7.027184999999999)"
D  AMBERG01,"FACHHOCHSCHULE AMBERG-WEIDEN, HOCHSCHULE FUER ANGEWANDTE WISSENSCHAFTEN",DE,AMBERG,"(49.4440523, 11.8475955)"
D  ANSBACH01,HOCHSCHULE FÜR ANGEWANDTE WISSENSCHAFTEN - FACHHOCHSCHULE ANSBACH,DE,Ansbach,"(49.3066019, 10.5670533)"
D  ANSBACH02,AUGUSTANA-HOCHSCHULE,DE,NEUENDETTELSAU,"(49.2832871, 10.7784577)"
D  ASCHAFF01,HOCHSCHULE FÜR ANGEWANDTE WISSENSCHAFTEN - FACHHOCHSCHULE ASCHAFFENBURG,DE,ASCHAFFENBURG,"(49.9711961, 9.160562299999999)"
D  AUGSBUR01,UNIVERSITAET AUGSBURG ,DE,Augsburg,"(48.3326315, 10.8963989)"
D  AUGSBUR02,HOCHSCHULE FÜR ANGEWANDTE WISSENSCHAFTEN AUGSBURG,DE,Augsburg,"(48.355878, 10.905565)"
D  BAD-HON01,INTERNATIONALE HOCHSCHULE BAD HONNEF . BONN,DE,Bad Honnef,"(50.6419617, 7.228798899999999)"
D  BAMBERG01,OTTO-FRIEDRICH-UNIVERSITAET BAMBERG ,DE,Bamberg,"(49.8938345, 10.886138)"
D  BAUTZEN01,"Berufsakademie Sachsen, Staatliche Studienakademie Bautzen",DE,Bautzen,"(51.18167829999999, 14.4357719)"
D  BAYREUT01,UNIVERSITÄT BAYREUTH ,DE,BAYREUTH,"(49.9288196, 11.585831)"
D  BERLIN01,FREIE UNIVERSITAET BERLIN ,DE,Berlin,"(52.4543245, 13.2934768)"
D  BERLIN02,TECHNISCHE UNIVERSITÄT BERLIN,DE,Berlin,"(52.5125322, 13.3269446)"
D  BERLIN03,UNIVERSITAET DER KUENSTE BERLIN ,DE,Berlin,"(52.5087871, 13.328079)"
D  BERLIN04,BEUTH HOCHSCHULE FÜR TECHNIK BERLIN,DE,Berlin,"(52.545175, 13.351628)"
D  BERLIN05,ALICE-SALOMON-FACHHOCHSCHULE BERLIN,DE,Berlin,"(52.5373728, 13.6059983)"
D  BERLIN06,HOCHSCHULE FÜR WIRTSCHAFT UND RECHT BERLIN ,DE,Berlin,"(52.4854412, 13.3378513)"
D  BERLIN10,EVANGELISCHE FACHHOCHSCHULE BERLIN,DE,Berlin,"(52.42361, 13.26155)"
D  BERLIN13,HUMBOLDT-UNIVERSITAET ZU BERLIN,DE,Berlin,"(52.517883, 13.3936551)"
D  BERLIN14,FACHHOCHSCHULE FÜR TECHNIK UND WIRTSCHAFT BERLIN,DE,Berlin,"(52.4932009, 13.5254933)"
D  BERLIN16,HOCHSCHULE FUER MUSIK 'HANNS EISLER' BERLIN,DE,Berlin,"(52.516729, 13.4036657)"
D  BERLIN17,"HOCHSCHULE FueR SCHAUSPIELKUNST ""ERNST BUSCH"" BERLIN",DE,Berlin,"(52.532492, 13.3832099)"
D  BERLIN18,"KUNSTHOCHSCHULE BERLIN-WEISSENSEE, HOCHSCHULE FUER GESTALTUNG",DE,Berlin,"(52.55803390000001, 13.4393842)"
D  BERLIN20,KATHOLISCHE HOCHSCHULE FUER SOZIALWESEN BERLIN,DE,Berlin,"(52.4882347, 13.534097)"
D  BERLIN21,SRH HOCHSCHULE BERLIN,DE,Berlin,"(52.5139374, 13.3220548)"
D  BERLIN22,EBC HOCHSHULE BERLIN,DE,BERLIN,"(52.48564649999999, 13.3546318)"
D  BERLIN23,BEST-SABEL-FACHHOCHSCHULE BERLIN,DE,BERLIN,"(52.51558619999999, 13.4148463)"
D  BERLIN24,H:G HOCHSCHULE FÜR GESUNDHEIT UND SPORT GMBH,DE,BERLIN,"(52.52374200000001, 13.486348)"
D  BERLIN25,HERTIE SCHOOL OF GOVERNANCE ,DE,BERLIN,"(52.5127908, 13.3892236)"
D  BERLIN26,"BERLINER TECHNISCHE KUNSTHOCHSCHULE, BTK-FH, HOCHSCHULE FÜR GESTALTUNG",DE,BERLIN,"(52.5060835, 13.3786666)"
D  BERLIN27,FACHHOCHSCHULE DER POLIZEI DES LANDES BRANDENBURG,DE,ORANIENBURG,"(52.7627868, 13.2690789)"
D  BERLIN28,DEUTSCHE UNIVERSITÄT FÜR WEITERBILDUNG (DUW),DE,BERLIN,"(52.500164, 13.292582)"
D  BERLIN29,BBW HOCHSCHULE,DE,BERLIN,"(52.51164319999999, 13.3149183)"
D  BERLIN30,"HOCHSCHULE FÜR MEDIEN, KOMMUNIKATION UND WIRTSCHAFT",DE,BERLIN,"(52.53853969999999, 13.3843748)"
D  BERLIN31,HOCHSCHULE DER POPULÄREN KÜNSTE,DE,BERLIN,"(52.491671, 13.360358)"
D  BERLIN32,INTERNATIONAL PSYCHOANALYTIC UNIVERSITY BERLIN,DE,BERLIN,"(52.5234633, 13.3425116)"
D  BERLIN33,ECLA OF BARD. A LIBERAL ARTS UNIVERSITY IN BERLIN GGMBH,DE,BERLIN,"(52.5842982, 13.3937189)"
D  BIBERAC01,HOCHSCHULE BIBERACH ,DE,Biberach,"(48.0940233, 9.7878866)"
D  BIELEFE01,UNIVERSITAET BIELEFELD,DE,BIELEFELD,"(52.0367238, 8.4952413)"
D  BIELEFE02,FACHHOCHSCHULE BIELEFELD ,DE,Bielefeld,"(52.044595, 8.493621)"
D  BIELEFE05,FACHHOCHSCHULE DES MITTELSTANDS (FHM) BIELEFELD,DE,Bielefeld,"(52.01766199999999, 8.533742199999999)"
D  BINGEN01,FACHHOCHSCHULE BINGEN,DE,Bingen,"(49.952215, 7.925345)"
D  BOCHUM01,RUHR-UNIVERSITAET BOCHUM ,DE,Bochum,"(51.44566589999999, 7.261609300000001)"
D  BOCHUM02,FACHHOCHSCHULE BOCHUM - HOCHSCHULE FÜR TECHNIK UND WIRTSCHAFT,DE,Bochum,"(51.447561, 7.270792)"
D  BOCHUM04,EVANGELISCHE FACHHOCHSCHULE RHEINLAND-WESTFALEN-LIPPE,DE,BOCHUM,"(51.4737799, 7.2530443)"
D  BOCHUM05,TECHNISCHE FACHHOCHSCHULE GEORG AGRICOLA ZU BOCHUM,DE,BOCHUM,"(51.4818445, 7.216236299999999)"
D  BOCHUM06,HOCHSCHULE FÜR GESUNDHEIT,DE,BOCHUM,"(51.4472813, 7.245659799999999)"
D  BONN01,RHEINISCHE FRIEDRICH-WILHELMS-UNIVERSITAET BONN,DE,Bonn,"(50.7267715, 7.0865227)"
D  BRANDEN01,FACHHOCHSCHULE BRANDENBURG ,DE,Brandenburg,"(52.411708, 12.5369419)"
D  BRAUNSC01,TECHNISCHE UNIVERSITAET CAROLO-WILHELMINA ZU BRAUNSCHWEIG,DE,Braunschweig,"(52.27398729999999, 10.5289182)"
D  BRAUNSC02,HOCHSCHULE FUER BILDENDE KÜNSTE BRAUNSCHWEIG,DE,Braunschweig,"(52.2577323, 10.5027573)"
D  BREITEN02,BA BREITENBRUNN,DE,Breitenbrunn,"(50.479, 12.7486)"
D  BREMEN01,UNIVERSITAET BREMEN        ,DE,Bremen,"(53.10675800000001, 8.852039999999999)"
D  BREMEN03,HOCHSCHULE FUER KUENSTE ,DE,Bremen,"(53.0974622, 8.769418)"
D  BREMEN04,HOCHSCHULE BREMEN ,DE,Bremen,"(53.0726354, 8.7938194)"
D  BREMEN07,HOCHSCHULE FÜR ÖFFENTLICHE VERWALTUNG,DE,Bremen,"(53.0844939, 8.796192999999999)"
D  BREMEN09,Jacobs University Bremen gGmbH ,DE,Bremen,"(53.16771689999999, 8.6542654)"
D  BREMERH01,HOCHSCHULE BREMERHAVEN ,DE,BREMERHAVEN,"(53.53977, 8.582049999999999)"
D  BRUHL01,EUROPAEISCHE FACHHOCHSCHULE RHEIN/ERFT,DE,Bruehl,"(50.83407690000001, 6.9055117)"
D  BRUHL02,FACHHOCHSCHULE DES BUNDES FÜR ÖFFENTLICHE VERWALTUNG,DE,BRÜHL,"(50.8319518, 6.8803193)"
D  BUXTEHU02,HOCHSCHULE 21 GEMEINNUETZIGE GMBH,DE,Buxtehude,"(53.47760719999999, 9.704671699999999)"
D  CALW01,INTERNATIONALE HOCHSCHULE CALW - STAATLICH ANERKANNTE FACHHOCHSCHULE FÜR KREATIVPÄDAGOGIK UND KÜNSTLERISCHE THERAPIEN,DE,BAD WILDBAD,"(48.751608, 8.549273099999999)"
